iata,longitude,latitude,region
ECH,144.7619934,-36.15719986,Other
ECI,-86.033361,11.427542,Other
ECN,33.506584,35.152337,Atlantic
ECO,-73.20472222,-1.753333333,Other
ECP,-85.795414,30.357106,Domestic
ECR,-78.09416667,2.449444444,Other
ECS,-104.314156,43.88379,Other
EDA,-133.661012,55.949653,Domestic
EDB,30.9595,18.0146,Other
EDD,133.254161,-25.206106,Other
EDE,-76.56710052,36.02769852,Other
EDF,-149.807097,61.251709,Other
EDI,-3.372288,55.950145,Atlantic
EDK,-96.81759644,37.77410126,Other
EDL,35.23889923,0.404457986,Atlantic
EDM,-1.37863,46.7019,Other
EDN,138.657357,47.178201,Pacific
EDO,27.0138,39.5546,Atlantic
EDQ,-88.437225,14.235833,Other
EDR,141.60908,-14.896451,Pacific
EDW,-117.884003,34.905399,Other
EEA,-50.358253,-27.634128,South
EED,-114.6230011,34.7663002,Other
EEK,-162.044048,60.213173,Domestic
EEN,-72.270798,42.898399,Other
EES,35.460277,23.980437,Other
EFD,-95.15879822,29.6072998,Other
EFG,147.6598056,-9.153805556,Other
EFK,-72.229202,44.888802,Other
EFL,20.50049973,38.12009811,Atlantic
EFW,-94.341717,42.009866,Other
EGA,146.1053,-6.9179,Other
EGC,0.518611,44.825298,Atlantic
EGE,-106.9179993,39.64260101,Domestic
EGH,34.153131,31.078138,Other
EGI,-86.52290344,30.65040016,Other
EGL,39.7023,5.2897,Atlantic
EGM,157.876007,-8.57889,Pacific
EGN,22.467119,13.481882,Atlantic
EGO,36.59009933,50.64379883,Atlantic
EGP,-100.516682,28.859766,Other
EGS,-14.40139961,65.28330231,Atlantic
EGV,-89.26830292,45.93230057,Other
EGX,-157.374873,58.184386,Domestic
EHL,-71.532303,-41.943199,Other
EHM,-162.0630035,58.64640045,Other
EHU,115.03926,30.341178,Pacific
EIB,10.47973,50.991604,Other
EIE,92.112503,58.474201,Other
EIH,144.0939941,-18.50329971,Other
EIK,38.21,46.68,Other
EIL,-147.102005,64.66570282,Other
EIN,5.374529839,51.45009995,Atlantic
EIS,-64.541707,18.445492,Caribbean
EIY,35.20330048,30.62170029,Other
EJA,-73.8068,7.02433,Central
EJH,36.476398,26.198601,Other
EJN,101.0005,42.0155,Other
EJT,171.9846,6.0404,Other
EKA,-124.112999,40.803398,Other
EKB,75.21499634,51.5909996,Other
EKD,135.4440002,-21.17250061,Other
EKI,-86.00319672,41.7193985,Other
EKN,-79.857651,38.889759,Other
EKO,-115.7919998,40.82490158,Domestic
EKS,142.082993,49.1903,Pacific
EKT,16.708401,59.351101,Other
EKX,-85.925003,37.686001,Other
ELA,-96.32189941,29.60059929,Other
ELB,-73.9749,9.04554,Other
ELC,135.5709991,-12.01939964,Pacific
ELD,-92.813301,33.221001,Domestic
ELE,-77.725545,8.107235,Other
ELF,25.32460022,13.61489964,Other
ELG,2.861595,30.580732,Atlantic
ELH,-76.6835022,25.47489929,Caribbean
ELI,-162.272003,64.6147,Domestic
ELJ,-74.133333,2,Other
ELK,-99.39430237,35.43080139,Other
ELL,27.68829918,-23.72669983,Other
ELM,-76.89160156,42.15990067,Domestic
ELN,-120.5309982,47.03300095,Other
ELO,-54.574699,-26.397499,Other
ELP,-106.377998,31.807199,Domestic
ELQ,43.774399,26.302799,Atlantic
ELR,139.384497,-3.785922,Other
ELS,27.825899,-33.035599,Atlantic
ELT,33.645483,28.208964,Other
ELU,6.77679,33.511398,Atlantic
ELV,-136.3470001,58.19520187,Domestic
ELW,-146.704038,60.893818,Other
ELX,-64.20828,8.833546,Other
ELY,-114.8420029,39.29970169,Other
ELZ,-77.989998,42.109501,Other
EMA,-1.32806,52.8311,Atlantic
EMD,148.1790009,-23.56749916,Pacific
EME,7.2275,53.391109,Other
EMG,31.88999939,-28.71999931,Other
EMI,149.9757667,-1.653949991,Other
EMK,-164.4909973,62.78609848,Domestic
EML,8.305184,47.092444,Other
EMM,-110.5569992,41.82410049,Other
EMN,-7.3166,16.622,Atlantic
EMO,148.0415,-9.1234,Other
EMP,-96.19120026,38.33209991,Other
EMR,-89.924916,17.752077,Other
EMS,148.7628,-9.447,Other
EMT,-118.035004,34.086102,Other
EMX,-71.172501,-42.029202,Other
EMY,30.738738,28.090509,Other
ENA,-151.245174,60.570946,Domestic
ENB,115.2460022,-29.83250046,Other
ENC,6.23046,48.692101,Other
END,-97.916496,36.339199,Other
ENE,121.66101,-8.849114,Pacific
ENF,23.42429924,68.36260223,Other
ENG,102.189546,-5.305621,Other
ENH,109.485001,30.320299,Pacific
ENI,119.416087,11.202399,Pacific
ENJ,-90.817496,14.106931,Other
ENK,-7.651179,54.398274,Other
ENL,-89.091103,38.515099,Other
ENN,-149.074516,64.548772,Other
ENO,-55.837584,-27.227537,Other
ENS,6.889167,52.275833,Other
ENT,162.3280029,11.34070015,Other
ENU,7.56196022,6.474269867,Atlantic
ENV,-114.0309982,40.71870041,Other
ENW,-87.92780304,42.59569931,Other
ENY,109.464083,36.479413,Pacific
EOH,-75.590597,6.219686,Central
EOI,-2.772219896,59.19060135,Other
EOK,-91.42849731,40.4598999,Other
EOR,-61.638786,6.71573,Other
EOS,-94.391701,36.810799,Other
EOZ,-69.4967,7.059677,Other
EPA,-58.6126,-34.6099,Other
EPG,-96.11000061,40.86750031,Other
EPH,-119.515999,47.307598,Other
EPL,6.06998,48.325001,Other
EPR,121.822998,-33.684399,Pacific
EPT,141.6779,-5.0412,Other
EPU,24.4727993,58.41899872,Other
EQS,-71.139503,-42.908001,South
ERA,47.38798141,10.64205055,Other
ERB,132.1820068,-26.26329994,Other
ERC,39.52700043,39.71020126,Atlantic
ERD,36.758099,46.814999,Other
ERE,143.9002132,-6.606463154,Other
ERF,10.9581,50.979801,Atlantic
ERG,108.0299988,61.27500153,Atlantic
ERH,-4.398330212,31.94750023,Atlantic
ERI,-80.173867,42.083127,Domestic
ERL,112.096667,43.4225,Pacific
ERM,-52.271489,-27.663614,Other
ERN,-69.879799,-6.63953,South
ERQ,141.0066,-20.9764,Other
ERR,-71.1642,44.7925,Other
ERS,17.08040047,-22.61219978,Atlantic
ERT,104.150556,48.983056,Other
ERU,146.9747,-8.2538,Other
ERV,-99.085701,29.9767,Other
ERZ,41.1702,39.956501,Atlantic
ESA,150.9542084,-9.874327023,Other
ESB,32.995098,40.128101,Atlantic
ESC,-87.088623,45.723199,Domestic
ESD,-122.910004,48.708199,Domestic
ESE,-116.60265,31.795175,Other
ESF,-92.294082,31.394266,Other
ESG,-60.6217,-22.046499,Other
ESH,-0.297222,50.835602,Other
ESK,30.5821,39.7841,Other
ESL,44.33089828,46.37390137,Atlantic
ESM,-79.626602,0.978519,Other
ESN,-76.069,38.804199,Other
ESO,-106.045443,36.026133,Other
ESR,-69.765198,-26.3111,Other
ESS,6.93733,51.402302,Other
EST,-94.746399,43.407398,Other
ESU,-9.68167,31.397499,Atlantic
ESW,-121.185997,47.25419998,Other
ETB,-88.128966,43.422278,Other
ETD,138.589005,-28.740801,Other
ETE,36.16699982,12.93299961,Other
ETL,138.321703,46.541704,Pacific
ETM,35.014116,29.727009,Atlantic
ETN,-98.80979919,32.41350174,Other
ETR,-79.996957,-3.441986,Central
ETS,-85.89990234,31.29969978,Other
ETZ,6.25132,48.982101,Atlantic
EUA,-174.9579926,-21.37829971,Pacific
EUC,128.877243,-31.707084,Other
EUE,-116.0049973,39.60419846,Other
EUF,-85.12889862,31.95129967,Other
EUG,-123.211998,44.12459946,Domestic
EUM,9.941389,54.079445,Other
EUN,-13.224947,27.142467,Atlantic
EUO,-73.188381,4.401295,Other
EUQ,121.932506,10.766644,Pacific
EUX,-62.979401,17.4965,Caribbean
EVD,134.8630066,-18.00099945,Other
EVE,16.67810059,68.49130249,Atlantic
EVG,14.4229,62.047798,Other
EVH,153.419255,-29.101786,Other
EVM,-92.499204,47.42458,Other
EVN,44.39590073,40.14730072,Atlantic
EVV,-87.53240204,38.03699875,Domestic
EVW,-111.0350037,41.27479935,Other
EVX,1.21986,49.028702,Other
EWB,-70.95690155,41.67610168,Domestic
EWE,138.078361,-5.496185,Pacific
EWI,136.378634,-3.925739,Other
EWK,-97.27449799,38.05820084,Other
EWN,-77.04290009,35.07300186,Domestic
EWO,14.8,-0.883,Other
EWR,-74.168701,40.692501,Domestic
EXI,-135.449005,58.420502,Other
EXM,114.102663,-22.040677,Other
EXT,-3.413984,50.734261,Atlantic
EYA,127.090972,53.687023,Atlantic
EYK,66.698601,63.686901,Atlantic
EYL,-10.571177,15.123682,Other
EYP,-72.384,5.31911,Central
EYR,-119.1579971,39.0041008,Other
EYS,35.97664,3.23635,Other
EYW,-81.759598,24.556101,Domestic
EZE,-58.5358,-34.8222,South
EZS,39.28348,38.597974,Atlantic
EZV,65.03050232,63.92100143,Atlantic
FAA,-10.76980019,10.03549957,Other
FAB,-0.776333,51.275799,Other
FAC,-145.329394,-16.68657,Pacific
FAE,-7.275782,62.063256,Atlantic
FAF,-76.608803,37.1325,Other
FAG,-16.6411,63.874699,Other
FAH,62.165347,32.366667,Other
FAI,-147.856003,64.815102,Domestic
FAK,-135.2129974,57.53219986,Other
FAM,-90.428597,37.761101,Other
FAO,-7.965909958,37.01440048,Atlantic
FAQ,141.960138,-4.610468,Other
FAR,-96.81580353,46.92070007,Domestic
FAS,-14.047957,64.931456,Other
FAT,-119.718002,36.776199,Domestic
FAU,56.484146,22.354759,Atlantic
FAV,-145.6569977,-16.05410004,Pacific
FAY,-78.880302,34.991199,Domestic
FAZ,53.723301,28.8918,Other
FBA,-66.08319855,-2.53260994,Other
FBD,70.5201,37.122148,Other
FBE,-53.063827,-26.05938,Other
FBG,-78.93669891,35.13180161,Other
FBK,-147.613998,64.837502,Other
FBL,-93.312534,44.32844,Other
FBM,27.53089905,-11.59130001,Atlantic
FBR,-110.4069977,41.39189911,Other
FBS,-123.010002,48.5373,Other
FBY,-97.16929626,40.18299866,Other
FCA,-114.2559967,48.3105011,Domestic
FCB,27.90889931,-28.82309914,Other
FCH,-119.82,36.732399,Other
FCM,-93.45709991,44.82720184,Other
FCN,8.659201,53.767689,Other
FCO,12.251998,41.804532,Atlantic
FCS,-104.7570038,38.67839813,Other
FCY,-90.77500153,34.94200134,Other
FDA,-74.2,10.5333,Other
FDE,5.75694,61.391102,Atlantic
FDF,-61.003201,14.591,Caribbean
FDH,9.51149,47.671299,Atlantic
FDK,-77.3742981,39.41759872,Other
FDR,-98.98390198,34.35200119,Other
FDU,17.381701,-3.31132,Other
FDY,-83.66870117,41.01350021,Other
FEB,81.215317,29.236629,Other
FEC,-38.906164,-12.200694,Other
FEG,71.745003,40.358799,Atlantic
FEJ,-70.340821,-8.141213,Other
FEN,-32.423302,-3.854471,South
FEP,-89.58200073,42.24620056,Other
FET,-96.522884,41.45024,Other
FEZ,-4.97796,33.927299,Atlantic
FFA,-75.6713028,36.01819992,Other
FFD,-1.789172,51.683568,Other
FFL,-91.980114,41.053024,Other
FFM,-96.15670013,46.28440094,Other
FFO,-84.048302,39.826099,Other
FFT,-84.906764,38.181698,Other
FFU,-71.851097,-43.189201,Other
FGD,-12.729262,22.673551,Other
FGI,-171.739866,-13.849167,Pacific
FGL,170.01702,-43.46111,Other
FGU,-140.888071,-15.820044,Pacific
FHU,-110.348225,31.587383,Other
FHZ,-140.164246,-15.992259,Pacific
FID,-72.032218,41.252099,Other
FIE,-1.628509,59.534721,Atlantic
FIG,-13.5692,10.3506,Other
FIH,15.4446,-4.38575,Atlantic
FIK,134.5829926,-25.59469986,Other
FIL,-112.362999,38.95830154,Other
FIN,147.85405,-6.621750109,Other
FIZ,125.559783,-18.183596,Pacific
FJR,56.324001,25.1122,Atlantic
FKB,8.0805,48.7794,Atlantic
FKI,25.33799934,0.481638998,Atlantic
FKJ,136.223999,36.142799,Other
FKL,-79.86039734,41.37789917,Other
FKN,-76.903801,36.698101,Other
FKQ,132.267011,-2.920508,Pacific
FKS,140.4309998,37.22740173,Pacific
FLA,-75.5644,1.58919,Central
FLB,-43.077301,-6.84639,Other
FLD,-88.48840332,43.77119827,Other
FLF,9.378889,54.773335,Other
FLG,-111.670998,35.1385,Domestic
FLH,-3.14278,58.825802,Other
FLI,-23.4416914,66.01418043,Other
FLL,-80.152702,26.072599,Domestic
FLM,-60.053211,-22.354611,Other
FLN,-48.552502,-27.670279,South
FLO,-79.72389984,34.1853981,Domestic
FLP,-92.59030151,36.29090118,Other
FLR,11.202822,43.808558,Atlantic
FLS,147.992996,-40.091702,Pacific
FLT,-157.9889984,62.45259857,Other
FLV,-94.91470337,39.36830139,Other
FLW,-31.13139915,39.45529938,Atlantic
FLX,-118.7490005,39.49909973,Other
FLY,145.561214,-35.658918,Other
FLZ,98.887145,1.557127,Pacific
FMA,-58.2281,-26.2127,South
FME,-76.75939941,39.08539963,Other
FMG,-85.78269958,10.41860008,Other
FMH,-70.52163,41.657899,Other
FMI,29.25,-5.87556,Atlantic
FMM,10.23950005,47.98880005,Atlantic
FMN,-108.230003,36.741199,Domestic
FMO,7.68483,52.134602,Atlantic
FMS,-91.327763,40.659113,Other
FMT,73.196755,0.192647,Atlantic
FMU,-124.1110001,43.98279953,Other
FMY,-81.86329651,26.58659935,Other
FNA,-13.1955,8.61644,Atlantic
FNB,13.306,53.6022,Other
FNC,-16.7745,32.697899,Atlantic
FND,73.28752,6.162443,Atlantic
FNE,147.0858333,-8.549277778,Other
FNG,0.35,12.033,Other
FNH,37.377855,9.584387,Other
FNI,4.41635,43.757401,Atlantic
FNJ,125.669998,39.224098,Pacific
FNL,-105.011272,40.44969,Other
FNR,-134.897995,58.25439835,Other
FNT,-83.74359894,42.9654007,Domestic
FNU,8.642661,39.895308,Other
FOA,-2.053202,60.121725,Atlantic
FOB,-123.795319,39.472445,Other
FOC,119.66318,25.934669,Pacific
FOD,-94.191237,42.552624,Domestic
FOE,-95.663597,38.950901,Other
FOG,15.534566,41.433596,Atlantic
FOK,-72.63179779,40.84370041,Other
FOM,10.7508,5.63692,Other
FON,-84.579073,10.469311,Other
FOO,134.872298,-0.935842,Other
FOR,-38.532222,-3.775833,South
FOS,128.112811,-30.83662,Other
FOT,152.481136,-32.202489,Other
FOU,10.612497,-1.278325,Other
FOY,-10.2269,8.3513,Other
FPO,-78.69560242,26.55870056,Caribbean
FPR,-80.36830139,27.49510002,Other
FPY,-83.580597,30.0693,Other
FRA,8.561096,50.030241,Atlantic
FRB,147.934998,-33.363602,Other
FRC,-47.3829,-20.592199,South
FRD,-123.024645,48.523654,Domestic
FRE,159.576996,-8.1075,Pacific
FRG,-73.41339874,40.72880173,Other
FRH,-86.63690186,38.50619888,Other
FRI,-96.764202,39.053021,Other
FRK,55.944928,-4.582785,Other
FRL,12.0701,44.194801,Atlantic
FRM,-94.41560364,43.64390183,Other
FRN,-149.653,61.266399,Other
FRO,5.024720192,61.58359909,Atlantic
FRQ,141.6988,-5.208,Other
FRR,-78.253502,38.9175,Other
FRS,-89.866402,16.913799,Central
FRT,-73.35111,-41.051666,Other
FRW,27.468545,-21.15914,Atlantic
FRY,-70.94789886,43.99110031,Other
FRZ,9.286,51.1146,Other
FSC,9.09778,41.500599,Atlantic
FSD,-96.741152,43.585463,Domestic
FSI,-98.402199,34.649799,Other
FSK,-94.76940155,37.79840088,Other
FSL,125.7873,-18.1321,Other
FSM,-94.367401,35.336601,Domestic
FSP,-56.17309952,46.76290131,Atlantic
FST,-102.9160004,30.91570091,Other
FSU,-104.2170029,34.48339844,Other
FSZ,138.187752,34.796043,Pacific
FTA,170.2319946,-19.51639938,Other
FTE,-72.053101,-50.2803,South
FTI,-169.423771,-14.216131,Other
FTK,-85.9720993,37.90710068,Other
FTU,46.9561,-25.038099,Atlantic
FTW,-97.362396,32.819801,Other
FTX,15.93782,-0.524566,Other
FTY,-84.52140045,33.77909851,Other
FUB,150.6264,-6.1518,Other
FUE,-13.8638,28.4527,Atlantic
FUG,115.734364,32.882157,Pacific
FUJ,128.832993,32.666302,Pacific
FUK,130.451004,33.58589935,Pacific
FUL,-117.9800034,33.87200165,Other
FUM,142.4408,-6.3933,Other
FUN,179.195999,-8.525,Pacific
FUO,113.070833,23.0825,Pacific
FUT,-178.066492,-14.311565,Other
FVL,128.455897,-18.297844,Other
FVM,73.435,-0.309722,Atlantic
FVR,127.8401,-15.1647,Other
FWA,-85.195099,40.9785,Domestic
FWH,-97.441498,32.769199,Other
FWL,-153.892279,62.509327,Other
FXE,-80.17070007,26.19729996,Other
FXO,36.529999,-14.815,Other
FXY,-93.62409973,43.23469925,Other
FYJ,134.36298,48.197219,Pacific
FYM,-86.56400299,35.05970001,Other
FYN,89.512006,46.804169,Pacific
FYT,19.111099,17.917101,Other
FYU,-145.249987,66.571651,Domestic
FYV,-94.17009735,36.00510025,Other
FZL,47.196128,39.594578,Other
GAA,-74.233333,9.15,Other
GAB,-117.9572,38.923173,Other
GAC,-88.595801,14.573492,Other
GAD,-86.088996,33.972599,Other
GAE,9.91941,33.733691,Other
GAF,8.822500229,34.42200089,Other
GAG,-99.776398,36.295502,Other
GAH,151.62055,-25.615939,Other
GAI,-77.166,39.168301,Other
GAJ,140.371002,38.4119,Pacific
GAL,-156.936997,64.736198,Domestic
GAM,-171.733303,63.767694,Domestic
GAN,73.151557,-0.692694,Atlantic
GAO,-75.158302,20.0853,Caribbean
GAP,145.959047,-6.053196,Other
GAQ,-0.005456,16.2484,Other
GAR,147.141266,-7.875625,Other
GAS,39.6483,-0.463508,Atlantic
GAT,6.03778,44.455002,Other
GAU,91.58589935,26.10610008,Atlantic
GAV,129.895004,-0.400556,Other
GAW,94.13439941,22.17469978,Other
GAX,10.047222,-2.785278,Atlantic
GAY,84.951202,24.744301,Atlantic
GAZ,152.944352,-9.225918,Other
GBA,-2.056599,51.668528,Other
GBB,47.725389,40.808617,Atlantic
GBC,141.7393,-6.1028,Other
GBD,-98.8592,38.344299,Other
GBE,25.9182,-24.555201,Atlantic
GBF,144.703058,-6.567778,Other
GBG,-90.43109894,40.93799973,Other
GBH,-149.4900055,68.47969818,Other
GBI,76.965246,17.308154,Atlantic
GBJ,-61.270087,15.868925,Other
GBK,-12.377815,7.812535,Other
GBL,133.382004,-11.65,Other
GBM,42.21309,3.32294,Other
GBP,143.668155,-16.54412,Other
GBR,-73.40319824,42.18420029,Other
GBT,54.40129852,36.90940094,Atlantic
GBU,35.877998,14.925,Other
GBV,126.445685,-16.418661,Other
GBW,120.03553,-22.5812,Other
GBZ,175.4720001,-36.24140167,Other
GCA,-74.95,2.283333,Other
GCC,-105.539001,44.3489,Domestic
GCD,-119.0830002,47.92200089,Other
GCH,50.833796,30.333869,Atlantic
GCI,-2.60197,49.435001,Atlantic
GCJ,28.14010048,-25.98629951,Other
GCK,-100.723999,37.92750168,Domestic
GCM,-81.357697,19.292801,Caribbean
GCN,-112.147003,35.9524,Domestic
GCT,-113.231159,36.258614,Other
GCV,-50.98505,-29.9494,Other
GCW,-113.817072,35.985787,Domestic
GCY,-82.811482,36.195648,Other
GDB,80.290347,21.526817,Atlantic
GDC,-82.376404,34.758301,Other
GDD,128.5919952,-18.67810059,Other
GDE,43.57860184,5.935130119,Atlantic
GDH,-158.875,59.74700165,Other
GDI,21.728172,9.581117,Other
GDL,-103.310108,20.523342,Mexico
GDM,-72.01609802,42.54999924,Other
GDN,18.4662,54.377602,Atlantic
GDO,-70.756386,7.210834,Other
GDP,-43.5821991,-6.782219887,Other
GDQ,37.433998,12.5199,Atlantic
GDR,-44.307098,-22.9753,Other
GDT,-71.142303,21.4445,Caribbean
GDV,-104.80691,47.137658,Domestic
GDW,-84.47499847,43.97060013,Other
GDX,150.7200012,59.9109993,Pacific
GDZ,38.01248074,44.58209263,Atlantic
GEA,166.472783,-22.25812,Pacific
GEB,129.457993,-0.078889,Other
GEC,33.720088,35.23591,Other
GED,-75.358902,38.689201,Other
GEE,146.839061,-41.079491,Other
GEF,156.5970001,-7.575829983,Other
GEG,-117.533997,47.6199,Domestic
GEL,-54.169623,-28.282503,South
GEM,11.024394,1.685334,Atlantic
GEO,-58.254101,6.49855,Caribbean
GER,-82.78379822,21.83469963,Caribbean
GES,125.0960007,6.058000088,Pacific
GET,114.707001,-28.796101,Pacific
GEV,20.81459999,67.13240051,Atlantic
GEW,148.4949,-9.2263,Other
GEY,-108.0830002,44.51679993,Other
GFA,-111.1869965,47.50469971,Other
GFD,-85.735019,39.790715,Other
GFE,148.1329956,-34,Other
GFF,146.0670013,-34.25080109,Pacific
GFK,-97.176102,47.949299,Domestic
GFL,-73.61029816,43.34120178,Other
GFN,153.031234,-29.754795,Other
GFO,-58.655207,6.358864,Other
GFR,-1.56417,48.883099,Other
GFY,18.1227,-19.6022,Other
GGB,-52.152003,-14.019959,Other
GGC,21.45083,-14.105106,Other
GGD,139.2330017,-18.625,Other
GGE,-79.31960297,33.31169891,Other
GGF,-52.578214,-1.479524,Other
GGG,-94.71150208,32.38399887,Domestic
GGH,-52.642091,-23.69157,Other
GGJ,-54.1917,-24.0811,South
GGM,34.78730011,0.271342009,Atlantic
GGN,-5.986809,6.102855,Other
GGO,-7.526847,6.534711,Other
GGR,48.567407,8.457942,Atlantic
GGS,-70.150002,-48.7831,Other
GGT,-75.877998,23.562599,Caribbean
GGW,-106.614998,48.212502,Domestic
GHA,3.79411,32.384102,Atlantic
GHB,-76.331001,25.2847,Caribbean
GHC,-77.840103,25.7383,Other
GHE,-78.3673,8.0644,Other
GHF,9.966388702,49.64805603,Other
GHK,-109.144812,63.435198,Other
GHM,-87.44539642,35.83739853,Other
GHN,104.3296,30.9485,Other
GHS,115.760002,-0.203611,Pacific
GHT,10.14260006,25.14559937,Other
GHU,-58.612833,-33.005567,Other
GHV,25.522871,45.70558,Atlantic
GIB,-5.34966,36.151199,Atlantic
GIC,142.218002,-9.23278,Pacific
GID,29.911308,-3.417209,Other
GIF,-81.753304,28.062901,Other
GIG,-43.250557,-22.809999,South
GII,-9.18841,11.399833,Other
GIL,74.33360291,35.91880035,Atlantic
GIM,11.418021,-0.02894,Other
GIR,-74.7967,4.27624,Other
GIS,177.977997,-38.6633,Pacific
GIT,32.172472,-2.813667,Atlantic
GIU,80.7285,7.95667,Other
GIY,30.65,-23.2833,Other
GIZ,42.5858,16.9011,Atlantic
GJA,-85.906601,16.4454,Central
GJL,5.87361,36.795101,Atlantic
GJM,-65.28486,-10.78641,Other
GJR,-21.3269,65.9953,Atlantic
GJT,-108.529387,39.126663,Domestic
GKA,145.3919983,-6.081689835,Pacific
GKD,25.883302,40.204498,Other
GKE,6.04242,50.9608,Atlantic
GKH,84.4664,28.0385,Other
GKK,73.4336,0.7324,Atlantic
GKL,150.94164,-23.184575,Other
GKN,-145.454662,62.155859,Other
GKT,-83.52870178,35.85779953,Other
GLA,-4.43306,55.871899,Atlantic
GLB,-110.667,33.3531,Other
GLC,46.42139816,6.98443985,Other
GLD,-101.699753,39.370701,Other
GLE,-97.1969986,33.65140152,Other
GLF,-83.182198,8.65401,Other
GLG,139.6000061,-24.80830002,Other
GLH,-90.985603,33.482899,Domestic
GLI,151.691156,-29.676029,Other
GLK,47.45470047,6.780829906,Atlantic
GLL,9.048672,60.791066,Other
GLM,138.824997,-22.8883,Other
GLN,-10.0503,29.026699,Atlantic
GLO,-2.167220116,51.89419937,Other
GLP,141.5411,-5.2808,Other
GLR,-84.70359802,45.01350021,Other
GLS,-94.860397,29.265301,Other
GLT,151.225439,-23.869763,Pacific
GLU,90.46412,26.88456,Atlantic
GLV,-163.007004,64.550499,Domestic
GLW,-85.9536972,37.03179932,Other
GLX,127.786003,1.83833,Other
GLZ,4.93183,51.567402,Other
GMA,19.771299,3.23537,Atlantic
GMB,34.563099,8.12876,Atlantic
GMC,-70.323028,3.629996,Other
GMD,-7.22145,33.655399,Other
GME,31.01670074,52.52700043,Atlantic
GMI,150.3309937,-6.271110058,Other
GMM,15.885237,-1.829403,Other
GMN,171.190002,-42.4617,Other
GMO,10.9,10.298889,Atlantic
GMP,126.791,37.5583,Pacific
GMQ,100.301144,34.418066,Pacific
GMR,-134.8899994,-23.07990074,Pacific
GMS,-44.651114,-2.109444,Other
GMT,-161.2810059,65.40209961,Other
GMU,-82.350217,34.847903,Other
GMV,-110.202031,37.015868,Other
GMZ,-17.2146,28.0296,Atlantic
GNA,24.053801,53.602001,Other
GNB,5.32937,45.3629,Atlantic
GND,-61.786201,12.0042,Caribbean
GNE,3.730341,51.020551,Other
GNF,-120.945,39.943902,Other
GNG,-114.7649994,42.91719818,Other
GNI,121.466003,22.673901,Other
GNJ,46.320067,40.738935,Atlantic
GNM,-42.746101,-14.2082,South
GNN,40.71699905,7.150000095,Other
GNR,-67.620499,-39.000702,Other
GNS,97.704327,1.16628,Pacific
GNT,-107.9020004,35.16730118,Other
GNU,-161.575241,59.117561,Other
GNV,-82.27179718,29.69009972,Domestic
GNY,38.895592,37.445663,Atlantic
GNZ,21.6581,-21.692499,Other
GOA,8.840732,44.412039,Atlantic
GOB,40.045166,7.119033,Atlantic
GOC,148.2364,-9.0021,Other
GOE,151.5733333,-5.527716614,Other
GOG,18.973101,-22.5044,Other
GOH,-51.67914,64.191066,Atlantic
GOI,73.831398,15.3808,Atlantic
GOJ,43.785197,56.228254,Atlantic
GOK,-97.41560364,35.84980011,Other
GOL,-124.4240036,42.41339874,Other
GOM,29.237929,-1.66617,Atlantic
GON,-72.045097,41.330101,Other
GOO,150.320007,-28.5214,Other
GOP,83.4496994,26.73970032,Atlantic
GOQ,94.786102,36.4006,Pacific
GOR,35.5529,8.1614,Other
GOS,151.299806,-33.367681,Other
GOT,12.2798,57.6628,Atlantic
GOU,13.37010002,9.335889816,Atlantic
GOV,136.8179932,-12.26939964,Pacific
GOX,73.860625,15.744257,Atlantic
GOY,100.432892,64.333511,Atlantic
GOZ,25.7129,43.151402,Other
GPA,21.4256,38.1511,Atlantic
GPB,-51.52349,-25.388327,South
GPD,139.40425,-19.77265,Other
GPI,-77.897969,2.57013,Central
GPL,-83.79699707,10.21720028,Other
GPN,130.425568,-11.399686,Other
GPO,-63.758301,-35.696201,Other
GPS,-90.2659,-0.453758,Central
GPT,-89.070099,30.407301,Domestic
GPZ,-93.50980377,47.21110153,Other
GQQ,-82.72380066,40.7533989,Other
GRA,-73.7653,8.20199,Other
GRB,-88.130805,44.483459,Domestic
GRC,-8.2076,4.571,Other
GRD,-82.159103,34.248699,Other
GRE,-89.376525,38.836844,Other
GRF,-122.5810013,47.07920074,Other
GRG,69.237023,33.627366,Other
GRI,-98.30960083,40.96749878,Domestic
GRJ,22.378902,-34.0056,Atlantic
GRK,-97.828903,31.0672,Domestic
GRL,147.213461,-7.980713,Other
GRM,-90.38289642,47.8382988,Other
GRN,-102.1750031,42.80599976,Other
GRO,2.761774,41.904639,Atlantic
GRP,-49.132198,-11.7396,Other
GRQ,6.57944,53.119701,Atlantic
GRR,-85.52279663,42.88079834,Domestic
GRS,11.0719,42.759701,Other
GRT,74.067287,32.62826,Other
GRU,-46.467778,-23.431944,South
GRV,45.699772,43.388106,Atlantic
GRW,-28.02980042,39.09220123,Atlantic
GRX,-3.77736,37.188702,Atlantic
GRY,-18.0173,66.5458,Atlantic
GRZ,15.4396,46.9911,Atlantic
GSA,115.724473,4.409756,Other
GSB,-77.960602,35.339401,Other
GSC,115.2026,-25.0546,Other
GSE,11.8704,57.7747,Other
GSH,-85.79290009,41.52640152,Other
GSI,-54.373056,4.285833,Caribbean
GSJ,-90.8358,13.9362,Other
GSL,-111.5429993,62.59809875,Other
GSM,55.902353,26.754639,Atlantic
GSN,137.1744433,-31.4597,Other
GSO,-79.937302,36.097801,Domestic
GSP,-82.218903,34.895699,Domestic
GSQ,28.721609,22.584256,Other
GSR,49.119148,9.545975,Other
GSS,31.44884777,-24.94737543,Other
